ObjID,CvtName,CvtAliasOf,Producer(Y/N),SysNamePhrase,SysDescription,SysSignalSource,SysUnitsString,SysDataType,SysRangeLSB,SysDAL,Related JIRA #s,Origin,CvtDataType,Author Notes
1685,cmioSelectedAltRes,,Yes,ADC Selected Uncorrected Altitude Res,Uncorrected Altitude Res value from Selected ADC.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
2054,cmioSelectedAltRes,,No,Uncorrected Altitude Resolution (xpdr),,,,,,Hazardous (B),,,High-precision Float,
1686,cmioXADCSelectedBarAlt,,Yes,ADC Selected Corrected Barometric Altitude,Corrected Barometric Altitude value from Selected ADC.,CIO,ft,Float,1,Hazardous (B),,,Float,
2047,cmioXADCSelectedBarAlt,,No,Baro Altitude (xpdr),,,,,,Hazardous (B),,,High-precision Float,
1687,cmioXADCSelectedMach,,Yes,ADC Selected Mach Speed,Mach Speed value from Selected ADC.,CIO, -,Real,0.0000625,Hazardous (B),,,High-precision Float,
2048,cmioXADCSelectedMach,,No,Mach (xpdr),,,,,,Hazardous (B),,,High-precision Float,
1688,cmioXADCSelectedCompAirSpeed,,Yes,ADC Selected Computed Airspeed,Computed Airspeed value from Selected ADC.,CIO,kts,Real,0.0625,Hazardous (B),,,High-precision Float,
2049,cmioXADCSelectedCompAirSpeed,,No,Indicated Airspeed (xpdr),,,,,,Hazardous (B),,,High-precision Float,
1689,cmioXADCSelectedTrueAirSpeed,,Yes,ADC Selected True Airspeed,True Airspeed value from Selected ADC.,CIO,kts,Real,0.0625,Hazardous (B),,,High-precision Float,
2050,cmioXADCSelectedTrueAirSpeed,,No,True Airspeed (xpdr),,,,,,Hazardous (B),,,High-precision Float,
1690,cmioXADCSelectedAltRate,,Yes,ADC Selected Altitude Rate,Altitude Rate value from Selected ADC.,CIO,ft/min,Real,16,Hazardous (B),,,High-precision Float,
2051,cmioXADCSelectedAltRate,,No,Barometric Altitude Rate (xpdr),,,,,,Hazardous (B),,,High-precision Float,
1691,cmioXCaptFCUSelAltitude,,,Capt FCU Selected Altitude,Capt FCU Selected Altitude.,CIO,ft,Real,1,Hazardous (B),,,High-precision Float,
1692,cmioXFOFCUSelAltitude,,,FO FCU Selected Altitude,FO FCU Selected Altitude.,CIO,ft,Real,1,Hazardous (B),,,High-precision Float,
1693,cmioXCaptFCUAFSSTDLeft,,,Capt FCU AFS Output STD Left,STD Left value from Capt FCU AFS Output.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1694,cmioXFOFCUAFSSTDLeft,,,FO FCU AFS Output STD Left,STD Left from FO FCU AFS Output for XPDR,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1695,cmioXCaptFCUAFSSTDRight,,,Capt FCU AFS Output STD Right,STD Right from Capt FCU AFS Output for XPDR.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1696,cmioXFOFCUAFSSTDRight,,,FO FCU AFS Output STD Right,STD Right from FO FCU AFS Output for XPDR.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1697,cmioXCaptFCUAFSSOUT,,,Capt FCU AFS Output,,CIO, -,Real,NA,Hazardous (B),,,High-precision Float,
1698,cmioXFOFCUAFSSOUT,,,FO FCU AFS Output,,CIO, -,Real,NA,Hazardous (B),,,High-precision Float,
1699,cmioXCaptFCUSelHeading,,,Capt FCU Selected Heading,Selected Heading value from Captain's FCU.,CIO,deg,Real,0.043945,Hazardous (B),,,High-precision Float,
1700,cmioXFOFCUSelHeading,,,FO FCU Selected Heading,Selected Heading value from First Officer's FCU.,CIO,deg,Real,0.043945,Hazardous (B),,,High-precision Float,
1701,cmioXCaptSelFCUBraoRef,,,Capt FCU Selected Baro Reference,Selected Baro Reference value from FCU (SA/LR),CIO, -,Real,NA,Hazardous (B),,,High-precision Float,
1702,cmioXFOSelFCUBraoRef,,,FO FCU Selected Baro Reference,Selected Baro Reference value from FCU (SA/LR),CIO, -,Real,NA,Hazardous (B),,,High-precision Float,
1703,cmioXCaptFCUEquipID,,,Capt FCU Equipment Identification,Equipment ID for Captain's FCU,CIO, -,Real,NA,Hazardous (B),,,High-precision Float,
1704,cmioXFOFCUEquipID,,,FO FCU Equipment Identification,Equipment ID for First Officer's FCU,CIO, -,Real,NA,Hazardous (B),,,High-precision Float,
1705,cmioXMCDU1EquipID,,,MCDU Equipment Identification #1,Equipment ID for MCDU-1,CIO, -,Real,NA,Hazardous (B),,,High-precision Float,
1706,cmioXMCDU2EquipID,,,MCDU Equipment Identification #2,Equipment ID for MCDU-2,CIO, -,Real,NA,Hazardous (B),,,High-precision Float,
1707,cmioXFMSGroundSpd1,,,FMS Ground Speed #1,Ground Speed value from FMS-1.,CIO,kts,Real,0.125,Hazardous (B),,,High-precision Float,
1708,cmioXFMSGroundSpd2,,,FMS Ground Speed #2,Ground Speed value from FMS-2.,CIO,kts,Real,0.125,Hazardous (B),,,High-precision Float,
1709,cmioXFMSSelectedGroundSpeed,,,FMS Selected Ground Speed,FMS Selected Ground Speed value.,CIO,kts,Real,0.125,Hazardous (B),,,High-precision Float,
1710,cmioXFMSTrueTrackAng1,,,FMS True Track Angle #1,True Track Angle value from FMS-1.,CIO,deg,Real,0.005493,Hazardous (B),,,High-precision Float,
1711,cmioXFMSTrueTrackAng2,,,FMS True Track Angle #2,True Track Angle value from FMS-2.,CIO,deg,Real,0.005493,Hazardous (B),,,High-precision Float,
1712,cmioXFMSSelectedTrueTrackAngle,,,FMS Selected True Track Angle,FMS Selected True Track Angle value.,CIO,deg,Real,0.005493,Hazardous (B),,,High-precision Float,
1713,cmioXFMSTrueHdg1,,,FMS True Heading #1,True Heading value from FMS-1.,CIO,deg,Real,0.005493,Hazardous (B),,,High-precision Float,
1714,cmioXFMSTrueHdg2,,,FMS True Heading #2,True Heading value from FMS-2.,CIO,deg,Real,0.005493,Hazardous (B),,,High-precision Float,
1715,cmioXFMSSelectedTrueHeading,,,FMS Selected True Heading,FMS Selected True Heading value.,CIO,deg,Real,0.005493,Hazardous (B),,,High-precision Float,
1716,cmioXFMSTrackAngRate1,,,FMS Track Angale Rate #1,Track Angle Rate value from FMS -1.,CIO,deg/s,Real,0.015625,Hazardous (B),,,High-precision Float,
1717,cmioXFMSTrackAngRate2,,,FMS Track Angale Rate #2,Track Angle Rate value from FMS -2.,CIO,deg/s,Real,0.015625,Hazardous (B),,,High-precision Float,
1718,cmioXFMSSelectedTrackAngleRate,,,FMS Selected Track Angale Rate ,FMS Selected Track Angle Rate value.,CIO,deg/s,Real,0.015625,Hazardous (B),,,High-precision Float,
1719,cmioXFMSRA1,,,FMS Roll Angle #1,Roll Angle value from FMS-1.,CIO,deg,Real,0.010986,Hazardous (B),,,High-precision Float,
1720,cmioXFMSRA2,,,FMS Roll Angle #2,Roll Angle value from FMS-2.,CIO,deg,Real,0.010986,Hazardous (B),,,High-precision Float,
1721,cmioXFMSSelectedRollAngle,,,FMS Selected Roll Angle,FMS Selected Roll Angle value.,CIO,deg,Real,0.010986,Hazardous (B),,,High-precision Float,
1722,cmioXFMSMH1,,,FMS Magnetic Heading #1,Magnetic Heading value from FMS-1.,CIO,deg,Real,0.005493,Hazardous (B),,,High-precision Float,
1723,cmioXFMSMH2,,,FMS Magnetic Heading #2,Magnetic Heading value from FMS-2.,CIO,deg,Real,0.005493,Hazardous (B),,,High-precision Float,
1724,cmioXFMSSelectedMagneticHeading,,,FMS Selected Magnetic Heading,FMS Selected Magnetic Heading value.,CIO,deg,Real,0.005493,Hazardous (B),,,High-precision Float,
1725,cmioXFMSSelHeading1,,,FMS Selected Heading #1,Selected Heading value from FMS-1.,CIO,deg,Real,0.043945,Hazardous (B),,,High-precision Float,
1726,cmioXFMSSelHeading2,,,FMS Selected Heading #2,Selected Heading value from FMS-2.,CIO,deg,Real,0.043945,Hazardous (B),,,High-precision Float,
1727,cmioXFMSSelectedHeading,,Yes,FMS Selected Heading,Selected Heading value.,CIO,deg,Real,0.043945,Hazardous (B),,,High-precision Float,
1728,fmsRaw1500ClimbCapability,,,TCAS Selected FMS 1500 FPM Climb Limit,1500ClimbCapability value from FMS Perfomance limit.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1729,fmsRaw2500ClimbCapability,,,TCAS Selected FMS 2500 FPM Climb Limit,2500ClimbCapability  from Perfomance Limit,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1730,cmioXFMSInertialVerVelocity1,,,FMS Inertial Vertical Velocity #1,Inertial Vertical Velocity value from FMS -1.,CIO,ft/min,Real,1,Hazardous (B),,,High-precision Float,
1731,cmioXFMSInertialVerVelocity2,,,FMS Inertial Vertical Velocity #2,Inertial Vertical Velocity value from FMS -2.,CIO,ft/min,Real,1,Hazardous (B),,,High-precision Float,
1732,cmioXFMSSelectedInertialVerticalVelocity,,,FMS Selected Inertial Vertical Velocity,FMS Selected Inertial Vertical Velocity value.,CIO,ft/min,Real,1,Hazardous (B),,,High-precision Float,
1733,cmioXFMSSelAlt1,,,FMS Selected Altitude #1,Selected Altitude value from FMS-1.,CIO,ft,Real,1,Hazardous (B),,,High-precision Float,
1734,cmioXFMSSelAlt2,,,FMS Selected Altitude #2,Selected Altitude value from FMS-2.,CIO,ft,Real,1,Hazardous (B),,,High-precision Float,
1735,cmioXFMSSelectedAltitude,,Yes,FMS Selected Altitude,Selected Altitude value.,CIO,ft,Real,1,Hazardous (B),,,High-precision Float,
1736,cmioXFMSFlightID11,,,FMS Flight ID Word 1 #1,Flight Identification word 1 from FMS -1.,CIO, -,String,NA,Hazardous (B),,,String,
1737,cmioXFMSFlightID12,,,FMS Flight ID Word 1 #2,Flight Identification word 1 from FMS -2.,CIO, -,String,NA,Hazardous (B),,,String,
1738,cmioXFMSFlightID21,,,FMS Flight ID Word 2 #1,Flight Identification word 2 from FMS -1.,CIO, -,String,NA,Hazardous (B),,,String,
1739,cmioXFMSFlightID22,,,FMS Flight ID Word 2 #2,Flight Identification word 2 from FMS -2.,CIO, -,String,NA,Hazardous (B),,,String,
1740,cmioXFMSFlightID31,,,FMS Flight ID Word 3 #1,Flight Identification word 3 from FMS -1.,CIO, -,String,NA,Hazardous (B),,,String,
1741,cmioXFMSFlightID32,,,FMS Flight ID Word 3 #2,Flight Identification word 3 from FMS -2.,CIO, -,String,NA,Hazardous (B),,,String,
1742,cmioXFMSFlightID41,,,FMS Flight ID Word 4 #1,Flight Identification word 4 from FMS -1.,CIO, -,String,NA,Hazardous (B),,,String,
1743,cmioXFMSFlightID42,,,FMS Flight ID Word 4 #2,Flight Identification word 4 from FMS -2.,CIO, -,String,NA,Hazardous (B),,,String,
1744,cmioXFMSSelectedFlightIdWord1,,,FMS Selected Flight Identification Word1,FMS Selected Flight Identification Word 1.,CIO, -,String,NA,Hazardous (B),,,String,
1745,cmioXFMSSelectedFlightIdWord2,,,FMS Selected Flight Identification Word2,FMS Selected Flight Identification Word 2.,CIO, -,String,NA,Hazardous (B),,,String,
1746,cmioXFMSSelectedFlightIdWord3,,,FMS Selected Flight Identification Word3,FMS Selected Flight Identification Word 3.,CIO, -,String,NA,Hazardous (B),,,String,
1747,cmioXFMSSelectedFlightIdWord4,,,FMS Selected Flight Identification Word4,FMS Selected Flight Identification Word 4.,CIO, -,String,NA,Hazardous (B),,,String,
1748,cmioXFMSSelectedFlightId,,,FMS Selected Flight Identification,Selected FMS Flight Identification with characters 1 - 8. ,CIO, -,String,NA,Hazardous (B),,,String,
1749,cmioXINSVel1,,,IRS NS Velocity #1,North South Velocity value from IRS-1.,CIO,kts,Real,0.125,Hazardous (B),,,High-precision Float,
1750,cmioXINSVel2,,,IRS NS Velocity #2,North South Velocity value from IRS -2.,CIO,kts,Real,0.125,Hazardous (B),,,High-precision Float,
1751,cmioXIEWVel1,,,IRS EW Velocity #1,East West Velocity value from IRS-1.,CIO,kts,Real,0.125,Hazardous (B),,,High-precision Float,
1752,cmioXIEWVel2,,,IRS EW Velocity #2,IRS East West Velocity value from IRS-2.,CIO,kts,Real,0.125,Hazardous (B),,,High-precision Float,
1753,cmioXIRSGroundSpd1,,,IRS Ground Speed #1,Ground Speed value from IRS-1.,CIO,kts,Real,0.125,Hazardous (B),,,High-precision Float,
1754,cmioXIRSGroundSpd2,,,IRS Ground Speed #2,Ground Speed value from IRS-2.,CIO,kts,Real,0.125,Hazardous (B),,,High-precision Float,
1755,cmioXIRSTrueTrackAng1,,,IRS True Track Angle #1,True Track Angle value from IRS-1.,CIO,deg,Real,0.005493,Hazardous (B),,,High-precision Float,
1756,cmioXIRSTrueTrackAng2,,,IRS True Track Angle #2,True Track Angle value from IRS-2.,CIO,deg,Real,0.005493,Hazardous (B),,,High-precision Float,
1757,cmioXIRSTrueHdg1,,,IRS True Heading #1,True Heading Source value from IRS-1.,CIO,deg,Real,0.005493,Hazardous (B),,,High-precision Float,
1758,cmioXIRSTrueHdg2,,,IRS True Heading #2,True Heading Source value from IRS-2.,CIO,deg,Real,0.005493,Hazardous (B),,,High-precision Float,
1759,cmioXIRSSelectedTrueHeading,,Yes,IRS Selected True Heading,IRS Selected True Heading value.,CIO,deg,Real,0.005493,Hazardous (B),,,High-precision Float,
2062,cmioXIRSSelectedTrueHeading,,No,True Heading (xpdr),,,,,,Hazardous (B),,,High-precision Float,
1760,cmioXIRSTrackAngRate1,,,IRS Track Angle Rate #1,Track Angle Rate value from IRS-1.,CIO,deg/s,Real,0.015625,Hazardous (B),,,High-precision Float,
1761,cmioXIRSTrackAngRate2,,,IRS Track Angle Rate #2,Track Angle Rate value from IRS-2.,CIO,deg/s,Real,0.015625,Hazardous (B),,,High-precision Float,
1762,cmioXIRSSelectedTrackAngleRate,,Yes,IRS Selected Track Angle Rate,IRS Selected Track Angle Rate value.,CIO,deg/s,Real,0.015625,Hazardous (B),,,High-precision Float,
2061,cmioXIRSSelectedTrackAngleRate,,No,Track Angle Rate (xpdr),,,,,,Hazardous (B),,,High-precision Float,
1763,cmioXIRSPA1,,,IRS Pitch Angle #1,Pitch Angle value from IRS-1.,CIO,deg,Real,0.01097,Hazardous (B),,,High-precision Float,
1764,cmioXIRSPA2,,,IRS Pitch Angle #2,Pitch Angle value from IRS-2.,CIO,deg,Real,0.01097,Hazardous (B),,,High-precision Float,
1765,cmioXIRSRA1,,,IRS Roll Angle #1,Roll Angle value from IRS-1.,CIO,deg,Real,0.010986,Hazardous (B),,,High-precision Float,
1766,cmioXIRSRA2,,,IRS Roll Angle #2,IRS Roll Angle value from IRS-2.,CIO,deg,Real,0.010986,Hazardous (B),,,High-precision Float,
1767,cmioXIRSSelectedRollAngle,,Yes,IRS Selected Roll Angle,IRS Selected Roll Angle value.,CIO,deg,Real,0.010986,Hazardous (B),,,High-precision Float,
2060,cmioXIRSSelectedRollAngle,,No,Roll Angle (xpdr),,,,,,Hazardous (B),,,High-precision Float,
1768,cmioXIRSMH1,,,IRS Magnetic Heading #1,Magnetic Heading value from IRS-1.,CIO,deg,Real,0.005493,Hazardous (B),,,High-precision Float,
1769,cmioXIRSMH2,,,IRS Magnetic Heading #2,Magnetic Heading value from IRS-2.,CIO,deg,Real,0.005493,Hazardous (B),,,High-precision Float,
1770,cmioXIRSSelectedMagneticHeading,,Yes,IRS Selected Magnetic Heading,IRS Selected Magnetic Heading value.,CIO,deg,Real,0.005493,Hazardous (B),,,High-precision Float,
2059,cmioXIRSSelectedMagneticHeading,,No,Magnetic Heading (xpdr),,,,,,Hazardous (B),,,High-precision Float,
1771,cmioXIRSIVS1,,,IRS Inertial Vertical Speed #1,Inertial Vertical Speed value from IRS-1.,CIO,ft/min,Real,1,Hazardous (B),,,High-precision Float,
1772,cmioXIRSIVS2,,,IRS Inertial Vertical Speed #2,Inertial Vertical Speed value from IRS-2.,CIO,ft/min,Real,1,Hazardous (B),,,High-precision Float,
1773,cmioXIRSSelectedInertialVerticalSpeed,,Yes,IRS Selected Inertial Vertical Speed,IRS Selected Inertial Vertical Speed value.,CIO,ft/min,Real,1,Hazardous (B),,,High-precision Float,
2058,cmioXIRSSelectedInertialVerticalSpeed,,No,Inertial Vertical Velocity (xpdr),,,,,,Hazardous (B),,,High-precision Float,
1774,cmioXIRSEquipID1,,,IRS Equipment Identification #1,IRS Equipment Identification #1,CIO, -,Real,NA,Hazardous (B),,,High-precision Float,
1775,cmioXIRSEquipID2,,,IRS Equipment Identification #2,IRS Equipment Identification #2,CIO, -,Real,NA,Hazardous (B),,,High-precision Float,
1776,cmioCFDIUA429label233,,,CFDIU Flight Identification Word1,CFDIU Flight Identification Word1,CIO, -,String,NA,Hazardous (B),,,String,
1777,cmioCFDIUA429label234,,,CFDIU Flight Identification Word2,CFDIU Flight Identification Word2,CIO, -,String,NA,Hazardous (B),,,String,
1778,cmioCFDIUA429label235,,,CFDIU Flight Identification Word3,CFDIU Flight Identification Word3,CIO, -,String,NA,Hazardous (B),,,String,
1779,cmioCFDIUA429label236,,,CFDIU Flight Identification Word4,CFDIU Flight Identification Word4,CIO, -,String,NA,Hazardous (B),,,String,
1780,cmioXADCSelectedBaroCorrectionmb,,Yes,ADC Selected Baro Correction mb,Baro Correction mb value from Selected ADC.,CIO,mb,Real,NA,Hazardous (B),,,High-precision Float,
2052,cmioXADCSelectedBaroCorrectionmb,,No,Barometric Pressure Setting (xpdr),,,,,,Hazardous (B),,,High-precision Float,
1781,cmioXRASelectedAlt,,,Selected Radio Altitude,Radio Altitude from selected Radio Altimeter Source,CIO,ft,Real,0.125,Hazardous (B),,,High-precision Float,
1790,irsRawRoll,,,TCAS Selected IRS Roll Angle,Roll Angle value from selected IRS.,CIO,deg,float,0.010986,Hazardous (B),,,Float,
1791,irsRawHeadingMagnetic,,,TCAS Selected IRS Magnetic Heading,Magnetic Heading value from selected IRS.,CIO,deg,float,0.005493,Hazardous (B),,,Float,
1792,fmsRawTPerfLimit,,,TCAS Selected FMS Performance Limit,Perfomance Limit value from selected FMS.,CIO, -,Real,NA,Hazardous (B),,,High-precision Float,
1793,cmioXMCPSelectedAltitude,,Yes,MCP Selected Altitude,Selected Altitude value from Selected MCP.,CIO,ft,Real,1,Hazardous (B),,,High-precision Float,
2063,cmioXMCPSelectedAltitude,,No,MCP/FCU Selected Altitude (xpdr),,,,,,Hazardous (B),,,High-precision Float,
1794,cmioXCaptSelFCUBaroRef,,,"Capt FCU Selected Baro Reference, ",Selected Baro Reference from Capt FCU.,CIO, -,,NA,Hazardous (B),,,High-precision Float,
1795,cmioXFOSelFCUBaroRef,,,"FO FCU Selected Baro Reference, ",Selected Baro Reference from FO FCU.,CIO, -,,NA,Hazardous (B),,,High-precision Float,
1796,cmioXSelectedDateTime,,,Selected DateTime ,Date and Time from selected GPS Source.,CIO, -,Real,NA,Hazardous (B),,,High-precision Float,
1797,cmioXIRSSelectedGroundSpeed,,,IRS Selected Ground Speed,Ground Speed value from selected IRS Source for XPDR.,CIO,kts,Real,0.125,Hazardous (B),,,High-precision Float,
1798,irsRawSpeedGround,,,TCAS Selected IRS Ground Speed,Ground Speed value from selected IRS Source for TCAS.,CIO,kts,float,0.125,Hazardous (B),,,Float,
1799,cmioXSelectedGroundSpeed,,,Selected Ground Speed,Ground Speed value from selected IRS/FMS/GPS Source.,CIO,kts,Real,0.125,Hazardous (B),,,High-precision Float,
1800,irsRawSpeedNorthSouth,,,TCAS Selected IRS NS Velocity,North South Velocity from Selected IRS Source.,CIO,kts,float,0.125,Hazardous (B),,,Float,
1801,irsRawSpeedEastWest,,,TCAS Selected IRS EW Velocity,East West Velocity from Selected IRS Source.,CIO,kts,float,0.125,Hazardous (B),,,Float,
1802,cmioXIRSSelectedTrueTrackAngle,,,IRS Selected True Track Angle,True Track Angle from Selected IRS Source.,CIO,deg,Real,0.005493,Hazardous (B),,,High-precision Float,
1803,irsRawPitch,,,TCAS Selected IRS Pitch Angle,Pitch Angle Angle from Selected IRS Source.,CIO,deg,float,0.01097,Hazardous (B),,,Float,
1804,iscCaptGainKnobPressed,cmioCaptGainKnobPressed,,CP Capt Gain Knob Pressed,TXD Control Panel Capt Gain Knob Pressed.,CIO, -,Bool,,Hazardous (B),,,Boolean,
1805,iscCaptGainKnobPulled,cmioCaptGainKnobPulled,,CP Capt Gain Knob Pulled,TXD Control Panel Capt Gain Knob Pulled.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1806,iscCaptElevKnobPressed,cmioCaptElevKnobPressed,,CP Capt Elev Knob Pressed,TXD Control Panel Capt Elev Knob Pressed.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1807,iscCaptElevKnobPulled,cmioCaptElevKnobPulled,,CP Capt Elev Knob Pulled,TXD Control Panel Capt Elev Knob Pulled.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1808,iscA429Rx1Fault,cmioA429Rx1Fault,,CP A429 RX1 Fault Status,TXD Control Panel A429 RX1 Fault Status.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1809,iscCaptWxrGainEncoding,cmioCaptWxrGainEncoding,,CP Capt WXR Gain Encoding,TXD Control Panel Capt WXR Gain Encoding.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1810,iscCaptWxrElevTiltEncoding,cmioCaptWxrElevTiltEncoding,,CP Capt WXR Elev Tilt Encoding,TXD Control Panel Capt WXR Elev Tilt Encoding.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1811,iscFoGainKnobPressed,cmioFoGainKnobPressed,,CP FO Gain Knob Pressed,TXD Control Panel FO Gain Knob Pressed.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1812,iscFoGainKnobPulled,cmioFoGainKnobPulled,,CP FO Gain Knob Pulled,TXD Control Panel FO Gain Knob Pulled.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1813,iscFoElevKnobPressed,cmioFoElevKnobPressed,,CP FO Elev Knob Pressed,TXD Control Panel FO Elev Knob Pressed.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1814,iscFoElevKnobPulled,cmioFoElevKnobPulled,,CP FO Elev Knob Pulled,TXD Control Panel FO Elev Knob Pulled.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1815,iscA429Rx2Fault,cmioA429Rx2Fault ,,CP A429 RX2 Fault Status,TXD Control Panel A429 RX2 Fault Status.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1816,iscFoWxrGainEncoding,cmioFoWxrGainEncoding,,CP FO WXR Gain Encoding,TXD Control Panel FO WXR Gain Encoding.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1817,iscFoWxrElevTiltEncoding,cmioFoWxrElevTiltEncoding,,CP FO WXR Elev Tilt Encoding,TXD Control Panel FO WXR Elev Tilt Encoding.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1818,iscCaptAzimKnobPressed,cmioCaptAzimKnobPressed,,Capt Azim Knob Pressed,TXD Control Panel Capt Azim Knob Pressed.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1819,iscCaptAzimKnobPulled,cmioCaptAzimKnobPulled,,Capt Azim Knob Pulled,TXD Control Panel Capt Azim Knob Pulled.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1820,iscFoAzimKnobPressed,cmioFoAzimKnobPressed,,FO Azim Knob Pressed,TXD Control Panel FO Azim Knob Pressed.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1821,iscFoAzimKnobPulled,cmioFoAzimKnobPulled,,FO Azim Knob Pulled,TXD Control Panel FO Azim Knob Pulled.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1822,iscCaptWxrAzimEncoding,cmioCaptWxrAzimEncoding,,Capt Azim Encoding,TXD Control Panel Capt Azim Encoding.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1823,iscFoWxrAzimEncoding,cmioFoWxrAzimEncoding,,FO Azim Encoding,TXD Control Panel FO Azim Encoding.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1824,iscAboveSwPressed,cmioAboveSwPressed,,CP Above SW Pressed,TXD Control Panel Above SW Pressed.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1825,iscBelowSwPressed,cmioBelowSwPressed,,CP Below SW Pressed,TXD Control Panel Below SW Pressed.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1826,iscGsModeSwPressed,cmioGsModeSwPressed,,CP GS Mode SW Pressed,TXD Control Panel GS Mode SW Pressed.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1827,iscTaOnlySwPressed,cmioTaOnlySwPressed,,CP TA Only SW Pressed,TXD Control Panel TA Only SW Pressed.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1828,iscWxrTawsSys1SwPressed,cmioWxrTawsSys1SwPressed,,CP WxrTaws Sys1 SW Pressed,TXD Control Panel WxrTaws Sys1 SW Pressed.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1829,iscWxrTawsSys2SwPressed,cmioWxrTawsSys2SwPressed,,CP WxrTaws Sys2 SW Pressed,TXD Control Panel WxrTaws Sys2 SW Pressed.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1830,iscXpdrTcasSys1SwPressed,cmioXpdrTcasSys1SwPressed,,CP XpdrTcas Sys1 SW Pressed,TXD Control Panel XpdrTcas Sys1 SW Pressed.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1831,iscXpdrTcasSys2SwPressed,cmioXpdrTcasSys2SwPressed,,CP XpdrTcas Sys2 SW Pressed,TXD Control Panel XpdrTcas Sys2 SW Pressed.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1832,iscAboveLampOn,cmioAboveLampOn,,CP Above Lamp On,TXD Control Panel Above Lamp On.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1833,iscBelowLampOn,cmioBelowLampOn,,CP Below Lamp On,TXD Control Panel Below Lamp On.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1834,iscGsModeLampOn,cmioGsModeLampOn,,CP GS Mode Lamp On,TXD Control Panel GS Mode Lamp On.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1835,iscTaOnlyLampOn,cmioTaOnlyLampOn,,CP TA only Lamp On,TXD Control Panel TA only Lamp On.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1836,iscWxrTawsSys1LampOn,cmioWxrTawsSys1LampOn,,CP WxrTaws Sys1 Lamp On,TXD Control Panel WxrTaws Sys1 Lamp On.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1837,iscWxrTawsSys2LampOn,cmioWxrTawsSys2LampOn,,CP WxrTaws Sys2 Lamp On,TXD Control Panel WxrTaws Sys2 Lamp On.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1838,iscXpdrTcasSys1LampOn,cmioXpdrTcasSys1LampOn,,CP XpdrTcas Sys1 Lamp On,TXD Control Panel XpdrTcas Sys1 Lamp On.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1839,iscXpdrTcasSys2LampOn,cmioXpdrTcasSys2LampOn,,CP XpdrTcas Sys2 Lamp On,TXD Control Panel XpdrTcas Sys2 Lamp On.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1840,iscCpDashNumber,cmioCpDashNumber,,CP Part Number Dash,TXD Control Panel Part Number Dash.,CIO, -,Real,NA,Hazardous (B),,,High-precision Float,
1841,iscCpSerialNumber,cmioCpSerialNumber,,CP Serial Number,TXD Control Panel Serial Number.,CIO, -,Real,NA,Hazardous (B),,,High-precision Float,
1846,irsRawHeadingTrue,,,TCAS Selected IRS True Heading,Selected value of IRS True Heading for TCAS.,CIO,deg,Float,0.005493,Hazardous (B),,,Float,
1847,cioVoiceStatusIncreaseClimb,,,Voice Status TCAS Increase Climb,Voice Status for TCAS Increase Climb alert.,CIO, -,Int,NA,Hazardous (B),,,Integer,
